Record_ID,Person_ID,Physical_Activity_Minutes,Daily_Steps,Exercise_Duration_Minutes,Caffeine_Intake_mg,Screen_Time_Hours,Work_Study_Hours,Stress_Level,Fatigue_Level,Nap_Occurred,Nap_Start_Time,Nap_Duration_Minutes,Is_Disruption_Day
R000149,P0005,15.0,1876,3.5,123.1,7.62,7.87,6,5,False,,0,False
R000150,P0005,36.7,2537,5.5,178.9,4.32,7.17,8,6,False,,0,False
R000151,P0006,39.8,3852,15.6,0.0,3.4,9.01,7,7,False,,0,False
R000152,P0006,32.4,4371,4.7,102.1,4.9,7.67,6,3,False,,0,False
R000153,P0006,38.6,4099,13.1,80.6,2.38,8.74,5,6,False,,0,False
R000154,P0006,65.5,8255,6.6,119.2,4.49,9.44,6,3,True,16:43,74,False
R000155,P0006,41.2,3353,14.5,170.7,4.83,10.49,6,5,False,,0,False
R000156,P0006,50.0,5224,16.1,47.4,5.24,6.71,6,5,False,,0,False
R000157,P0006,56.4,8373,20.7,98.8,1.74,3.76,6,6,False,,0,False
R000158,P0006,11.6,1453,0.0,260.1,3.02,9.08,4,6,False,,0,True
R000159,P0006,54.8,5854,4.8,0.0,1.19,9.27,7,4,False,,0,False
R000160,P0006,51.3,5911,19.1,9.9,2.54,9.86,6,6,False,,0,False
R000161,P0006,41.9,3409,14.8,110.4,5.62,9.05,7,7,False,,0,False
R000162,P0006,33.3,1943,16.9,125.2,3.62,8.45,8,6,False,,0,False
R000163,P0006,22.6,3951,2.3,12.6,5.54,0.01,7,4,False,,0,False
R000164,P0006,23.3,2005,4.3,10.8,3.97,3.7,7,6,False,,0,False
R000165,P0006,35.7,4473,14.0,29.1,5.02,10.01,6,4,True,13:05,65,False
R000166,P0006,38.5,3582,14.7,104.2,4.21,8.38,6,3,False,,0,False
R000167,P0006,19.7,2114,3.1,88.9,4.28,8.4,5,5,False,,0,False
R000168,P0006,8.0,1381,6.0,0.0,2.97,8.83,7,8,False,,0,True
R000169,P0006,42.8,4218,14.3,21.7,4.4,9.06,5,4,True,17:03,35,True
R000170,P0006,53.5,6038,25.5,46.0,4.13,3.45,4,5,True,17:33,40,False
R000171,P0006,88.1,9985,32.2,185.4,3.43,2.55,6,6,False,,0,False
R000172,P0006,21.8,2360,12.3,86.7,4.85,8.51,9,5,False,,0,False
R000173,P0006,25.8,2964,7.7,61.3,2.96,8.2,7,4,False,,0,False
R000174,P0006,33.6,4632,7.1,140.1,2.96,11.18,7,5,False,,0,False
R000175,P0006,35.1,3555,11.1,81.4,3.44,8.38,7,6,False,,0,False
R000176,P0006,26.3,4670,10.6,41.7,4.21,9.31,4,6,False,,0,False
R000177,P0006,56.9,5025,17.0,73.0,2.85,2.24,6,3,True,14:13,42,False
R000178,P0006,60.4,5352,24.6,23.8,7.61,2.85,7,2,False,,0,True
R000179,P0006,52.0,6011,25.2,13.5,6.03,10.09,7,4,False,,0,True
R000180,P0006,31.9,2185,11.8,93.9,4.5,10.3,8,6,False,,0,True
R000181,P0007,80.0,7234,15.1,223.7,6.84,11.33,6,6,False,,0,False
R000182,P0007,88.1,9335,27.4,158.0,6.19,11.08,5,7,True,20:56,63,False
R000183,P0007,69.1,7414,28.0,267.6,4.51,7.76,5,5,False,,0,False
R000184,P0007,84.8,7756,20.8,264.6,6.26,11.87,3,3,False,,0,False
R000185,P0007,72.9,7908,22.4,251.1,6.48,7.69,5,5,False,,0,False
R000186,P0007,57.0,5061,29.1,194.6,5.15,4.28,5,7,False,,0,False
R000187,P0007,64.5,8301,20.5,83.7,5.45,4.41,10,8,True,19:29,10,True
R000188,P0007,46.0,4912,5.9,300.0,5.8,9.7,4,4,False,,0,False
R000189,P0007,78.8,9688,39.9,230.8,4.17,9.08,4,5,True,20:29,10,False
R000190,P0007,76.9,8103,24.8,197.7,5.3,10.31,5,4,False,,0,False
R000191,P0007,102.7,10539,21.2,208.2,5.08,10.03,6,6,True,20:29,56,False
R000192,P0007,64.8,8065,20.2,140.5,4.6,7.4,4,4,True,21:34,50,False
R000193,P0007,89.9,8437,44.9,190.4,4.32,3.56,5,6,False,,0,False
R000194,P0007,25.3,3796,16.4,178.3,6.21,4.18,4,5,True,20:40,45,True
R000195,P0007,55.1,6804,8.5,197.9,6.81,9.01,4,4,True,20:44,70,False
R000196,P0007,72.9,8989,22.5,118.9,5.49,8.71,8,5,True,19:00,19,True
R000197,P0007,45.9,6044,15.9,214.3,5.73,10.59,6,5,False,,0,False
R000198,P0007,86.2,10314,39.3,255.8,4.48,9.27,5,4,False,,0,False
R000199,P0007,116.6,12442,35.1,171.3,5.74,10.72,6,7,True,21:57,36,False
R000200,P0007,64.0,6006,24.1,179.1,3.43,3.73,5,4,False,,0,False
R000201,P0007,86.1,8254,32.6,221.1,5.08,1.55,7,7,True,19:42,21,False
R000202,P0007,75.2,9936,33.6,154.4,5.26,10.07,4,7,False,,0,False
R000203,P0007,93.4,7619,39.6,278.4,7.02,9.99,5,5,True,19:44,10,False
R000204,P0007,126.1,12432,49.9,415.8,6.41,9.68,5,6,True,20:11,42,True
R000205,P0007,77.9,7358,12.2,205.9,5.17,9.88,5,3,False,,0,False
R000206,P0007,65.2,8956,15.4,177.9,4.5,10.5,6,4,False,,0,False
R000207,P0007,45.9,5476,16.6,176.5,5.59,2.98,5,5,True,19:42,10,False
R000208,P0007,75.3,8653,1.1,220.8,5.56,1.94,5,6,False,,0,False
R000209,P0007,86.7,8286,24.3,243.6,5.14,9.03,4,3,True,20:57,79,False
R000210,P0007,89.1,10056,35.0,241.9,5.26,8.33,5,4,False,,0,False
R000211,P0008,0.0,0,6.3,167.5,4.21,8.49,5,4,False,,0,False
R000212,P0008,2.5,0,0.3,104.5,4.38,7.6,7,7,False,,0,False
R000213,P0008,0.0,0,8.1,82.4,2.74,7.23,3,4,False,,0,False
R000214,P0008,0.0,0,0.0,255.3,5.43,7.63,6,4,False,,0,False
R000215,P0008,0.0,0,0.0,147.2,4.85,8.23,7,6,False,,0,False
R000216,P0008,0.0,0,0.0,169.2,4.16,4.02,5,6,False,,0,False
R000217,P0008,0.0,765,0.0,176.3,3.3,2.59,6,4,False,,0,False
R000218,P0008,5.3,1519,0.0,149.4,2.21,9.75,5,4,False,,0,False
R000219,P0008,0.0,0,0.0,260.4,1.7,8.59,5,4,False,,0,False
R000220,P0008,1.3,0,1.1,224.8,3.91,7.02,4,5,False,,0,False
R000221,P0008,0.0,0,0.0,182.4,4.05,7.87,5,5,False,,0,False
R000222,P0008,16.5,2256,2.5,209.5,2.82,8.9,5,2,False,,0,False
R000223,P0008,0.0,464,0.0,238.0,4.85,3.51,6,4,False,,0,False
R000224,P0008,4.0,323,6.3,432.0,3.96,2.72,5,4,True,15:43,36,True
R000225,P0008,17.4,1154,8.1,211.5,4.01,6.63,8,5,False,,0,False
R000226,P0008,0.0,0,4.2,425.2,4.07,10.01,5,6,False,,0,True
R000227,P0008,0.0,0,0.5,193.1,4.5,8.01,6,5,False,,0,False
R000228,P0008,0.0,424,3.8,257.2,2.9,7.13,8,5,False,,0,False
R000229,P0008,9.4,258,6.2,216.1,3.95,7.12,6,4,False,,0,False
R000230,P0008,0.0,0,1.3,193.9,3.2,2.87,4,3,False,,0,False
R000231,P0008,0.0,0,4.6,194.2,3.89,3.47,6,6,False,,0,False
R000232,P0008,33.1,4120,0.8,167.3,3.6,9.95,5,3,False,,0,False
R000233,P0008,2.8,0,11.5,297.1,2.48,7.17,6,6,False,,0,False
R000234,P0008,0.0,0,0.0,204.9,3.96,7.38,5,4,False,,0,False
R000235,P0008,0.0,94,1.2,119.9,3.89,8.29,6,5,False,,0,False
R000236,P0008,0.0,1264,0.0,143.9,5.09,8.8,4,3,True,13:42,31,False
R000237,P0008,0.0,710,0.0,196.0,2.71,3.93,6,5,False,,0,False
R000238,P0008,32.0,3232,14.0,175.3,3.94,3.56,5,4,False,,0,False
R000239,P0008,17.9,1930,7.4,207.0,3.3,9.26,4,6,False,,0,False
R000240,P0008,0.0,1554,0.0,210.5,5.04,9.74,6,6,False,,0,False
R000241,P0009,15.3,919,14.7,0.0,4.16,10.67,6,6,False,,0,False
R000242,P0009,21.0,2944,1.6,123.1,3.53,10.16,3,4,False,,0,False
R000243,P0009,25.8,4988,17.6,58.7,2.45,10.01,3,4,False,,0,False
R000244,P0009,18.4,2768,5.3,87.5,2.24,10.56,4,3,False,,0,False
R000245,P0009,43.1,1477,13.6,83.4,4.78,10.59,4,6,False,,0,False
R000246,P0009,36.2,4625,9.7,29.2,3.71,4.13,5,6,False,,0,False
R000247,P0009,23.2,2002,7.2,15.0,3.45,4.01,3,3,False,,0,True
R000248,P0009,5.8,0,0.0,32.3,2.79,11.2,6,4,False,,0,False
R000249,P0009,3.0,35,0.0,67.8,4.52,8.65,3,3,False,,0,True
R000250,P0009,1.5,0,0.0,123.3,3.25,9.57,4,5,False,,0,False
R000251,P0009,20.8,3744,2.9,0.0,5.45,11.9,5,4,False,,0,False
R000252,P0009,0.0,0,0.0,8.3,1.87,10.27,4,4,False,,0,False
R000253,P0009,22.5,2546,15.6,39.2,3.96,3.77,5,6,False,,0,False
R000254,P0009,45.9,5669,10.4,35.5,3.57,2.57,6,5,True,16:31,58,False
R000255,P0009,39.7,2783,12.1,37.6,3.14,9.03,5,6,False,,0,False
R000256,P0009,28.0,2579,4.1,85.7,2.09,11.02,5,4,False,,0,False
R000257,P0009,9.2,784,11.7,10.3,4.78,8.97,3,5,False,,0,False
R000258,P0009,3.5,0,0.0,0.0,3.07,11.04,3,3,False,,0,False
R000259,P0009,0.0,74,0.0,16.6,3.88,9.1,4,6,False,,0,False
R000260,P0009,0.0,0,0.6,138.7,4.25,2.7,4,7,False,,0,False
R000261,P0009,29.7,1609,11.9,2.4,4.58,4.25,5,4,False,,0,False
R000262,P0009,36.2,2567,1.1,0.0,1.65,9.03,3,3,False,,0,False
R000263,P0009,22.0,2930,4.1,78.2,4.69,10.63,3,6,True,13:44,32,False
R000264,P0009,14.7,2154,10.0,67.0,5.0,9.6,5,5,True,16:09,22,False
R000265,P0009,17.3,1396,9.4,21.6,5.58,10.23,4,3,False,,0,False
R000266,P0009,9.7,627,8.6,32.8,3.71,9.52,4,6,False,,0,False
R000267,P0009,19.0,1519,3.6,12.0,4.13,1.9,4,6,False,,0,False
R000268,P0009,32.9,3049,3.0,23.0,3.07,2.14,3,3,False,,0,False
R000269,P0009,16.8,718,8.4,18.7,3.39,9.9,5,4,False,,0,False
R000270,P0009,0.0,388,0.0,0.0,3.34,8.88,4,5,False,,0,False
R000271,P0010,43.8,5050,12.3,202.4,9.16,10.13,7,5,False,,0,False
R000272,P0010,47.2,5332,13.5,228.0,9.21,7.99,8,5,False,,0,False
R000273,P0010,15.8,1707,3.5,141.5,13.57,6.8,8,6,False,,0,True
R000274,P0010,40.6,5716,22.7,243.0,7.6,10.29,7,6,True,16:16,10,False
R000275,P0010,50.0,5798,13.4,132.0,6.81,7.73,8,5,False,,0,False
R000276,P0010,43.0,5137,18.7,175.9,6.89,3.38,8,3,True,16:14,23,False
R000277,P0010,42.2,2835,14.1,280.6,6.96,3.38,8,9,False,,0,False
R000278,P0010,64.6,6867,20.9,69.3,8.05,8.62,7,5,False,,0,False
R000279,P0010,16.0,1185,0.6,127.6,7.58,8.03,7,5,False,,0,False
R000280,P0010,46.5,6221,22.5,260.1,8.22,10.26,8,4,False,,0,False
R000281,P0010,79.9,7752,40.7,127.6,7.09,8.22,8,5,False,,0,False
R000282,P0010,4.8,657,0.0,169.0,6.57,8.73,8,6,False,,0,True
R000283,P0010,24.3,2775,9.9,288.8,8.1,3.58,9,10,True,15:32,44,False
R000284,P0010,93.6,9862,44.7,154.9,6.56,3.39,7,6,True,13:37,48,False
R000285,P0010,69.4,6611,12.6,179.5,6.06,7.61,9,5,True,16:40,64,False
R000286,P0010,45.3,4619,13.1,232.8,7.38,9.01,7,6,False,,0,False
R000287,P0010,35.7,4359,7.9,216.9,8.1,9.21,9,7,False,,0,False
R000288,P0010,50.9,5319,9.6,283.2,9.0,5.74,8,5,False,,0,False
R000289,P0010,80.6,8504,15.6,201.6,9.63,10.13,7,5,False,,0,False
R000290,P0010,43.3,4884,23.5,135.5,7.44,4.01,8,5,False,,0,False
R000291,P0010,33.3,2911,10.5,212.1,7.64,3.45,9,7,False,,0,False
R000292,P0010,27.8,3002,1.5,202.4,7.47,7.73,8,7,False,,0,False
R000293,P0010,21.7,1620,2.2,146.5,6.25,8.1,7,5,False,,0,False
R000294,P0010,58.6,5812,11.2,235.4,7.97,9.02,9,5,False,,0,False
R000295,P0010,9.7,2155,1.9,138.9,6.42,6.89,10,6,False,,0,False
R000296,P0010,34.8,2677,14.4,214.9,6.42,8.2,8,5,False,,0,False
R000297,P0010,53.9,6700,12.5,180.1,6.8,3.4,8,9,False,,0,False
R000298,P0010,26.2,2091,13.3,254.6,7.13,3.39,9,6,False,,0,False
R000299,P0010,29.1,3219,11.8,280.2,6.92,10.32,6,6,False,,0,False
R000300,P0010,35.5,3483,15.6,128.6,7.72,10.65,9,6,False,,0,False
R000301,P0011,26.4,3204,8.0,42.2,3.8,7.56,2,2,False,,0,False
R000302,P0011,71.2,6728,34.7,41.3,4.06,8.37,4,3,False,,0,False
R000303,P0011,68.3,6214,33.9,69.8,4.72,6.07,5,3,False,,0,False
R000304,P0011,82.4,8890,16.2,27.0,4.65,9.29,4,4,False,,0,False
R000305,P0011,57.9,6482,19.9,134.5,4.31,8.08,3,3,True,14:13,10,False
R000306,P0011,44.3,3798,18.5,65.4,4.63,1.95,6,5,False,,0,False
R000307,P0011,58.5,6481,11.6,140.6,5.3,1.54,3,4,True,16:40,18,False
R000308,P0011,80.7,9019,32.3,39.3,4.72,7.98,4,6,False,,0,False
R000309,P0011,56.2,5062,10.8,125.1,6.05,9.24,5,5,False,,0,False
R000310,P0011,91.3,9060,18.1,85.6,4.25,7.15,1,4,False,,0,False
R000311,P0011,55.8,6447,11.4,115.6,5.41,8.09,2,2,True,16:52,84,False
R000312,P0011,85.2,11387,25.4,97.1,2.85,7.66,5,3,False,,0,False
R000313,P0011,46.8,5665,19.7,177.5,4.29,2.94,3,3,False,,0,False
R000314,P0011,68.0,6287,16.0,85.8,4.73,1.67,6,6,False,,0,False
R000315,P0011,43.4,5177,15.3,97.1,6.53,7.55,5,7,True,14:50,40,False
R000316,P0011,85.4,11132,35.4,34.6,5.73,7.64,4,5,False,,0,False
R000317,P0011,59.5,5645,30.1,118.4,7.58,7.16,5,3,False,,0,False
R000318,P0011,62.3,8044,11.6,78.3,4.71,6.35,5,3,False,,0,False
R000319,P0011,54.8,4996,16.5,89.8,4.06,7.23,4,6,False,,0,False
R000320,P0011,82.0,11555,34.2,137.7,4.4,2.75,2,4,False,,0,False
R000321,P0011,59.3,5694,8.9,34.9,8.02,4.22,4,6,False,,0,False
R000322,P0011,68.3,7829,26.6,57.9,3.43,7.72,4,5,False,,0,False
R000323,P0011,60.1,5855,15.2,54.8,5.48,8.01,3,2,False,,0,False
